,address,floor_area_sqm,asking_price,lat,lon,postal,full_address,town,lease_commence_date,remaining_lease,flat_type,storey_midpoint,storey_imputed,mall_1_name,mall_1_dist_m,mall_2_name,mall_2_dist_m,mall_3_name,mall_3_dist_m,school_1_name,school_1_dist_m,school_2_name,school_2_dist_m,school_3_name,school_3_dist_m,hawker_1_name,hawker_1_dist_m,hawker_2_name,hawker_2_dist_m,hawker_3_name,hawker_3_dist_m,polyclinic_1_name,polyclinic_1_dist_m,polyclinic_2_name,polyclinic_2_dist_m,polyclinic_3_name,polyclinic_3_dist_m,supermarket_1_name,supermarket_1_dist_m,supermarket_2_name,supermarket_2_dist_m,supermarket_3_name,supermarket_3_dist_m,train_1_name,train_1_dist_m,train_2_name,train_2_dist_m,train_3_name,train_3_dist_m,bus_1_name,bus_1_dist_m,bus_2_name,bus_2_dist_m,bus_3_name,bus_3_dist_m,num_mrt_within_1km,flag_mrt_within_500m,num_primary_schools_within_1km,num_hawkers_within_500m,num_bus_within_400m,dist_cbd,month_index,median_6m_similar,predicted_price,valuation_pct
125,447A Jalan Kayu,47,360000.0,1.3921382852483,103.872490556246,791447,447A JALAN KAYU FERNVALE LODGE SINGAPORE 791447,SENGKANG,2012,85,1 ROOM,8.0,True,The Seletar Mall,411,Seletar Mall,411,Anchorvale Village,1847,SENGKANG GREEN PRIMARY SCHOOL,281,FERNVALE PRIMARY SCHOOL,298,PEI HWA SECONDARY SCHOOL,692,Fernvale Hawker Centre & Market,508,Anchorvale Village Hawker Centre,1847,Ci Yuan Hawker Centre,2201,Sengkang Polyclinic,2382,Hougang Polyclinic,3079,Ang Mo Kio Polyclinic,3579,NTUC FAIRPRICE CO-OPERATIVE LTD,0,NTUC FAIRPRICE CO-OPERATIVE LTD,406,LABIBA ENTERPRISE PTE. LTD.,495,Fernvale,425,Thanggam,674,Layar,838,68029,103,68021,128,68019,248,3,1,2,0,18,12390.385123219334,110,,434899.0,-17.22
126,181B Boon Lay Drive,47,380000.0,1.34879350516626,103.70841773457,642181,181B BOON LAY DRIVE BOON LAY MEADOW SINGAPORE 642181,JURONG WEST,2013,86,1 ROOM,8.0,True,Jurong Point,1056,Gek Poh Shopping Centre,1188,Pioneer Mall,1478,CORPORATION PRIMARY SCHOOL,314,RIVER VALLEY HIGH SCHOOL,467,BOON LAY GARDEN PRIMARY SCHOOL,826,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),628,Jurong West Street 52 Blk 505,1119,Jurong West Hawker Centre,1498,Pioneer Polyclinic,1545,Jurong Polyclinic,2481,Bukit Batok Polyclinic,4395,NTUC FAIRPRICE CO-OPERATIVE LTD,522,SHENG SIONG SUPERMARKET PTE LTD,556,SHENG SIONG SUPERMARKET PTE LTD,909,Boon Lay,1163,Lakeside,1481,Pioneer,1753,21381,103,21389,105,21421,271,0,0,3,0,7,17101.09807181898,110,,407499.0,-6.75
127,456B Sengkang West Road,38,400000.0,1.39211572540583,103.869908748735,792456,456B SENGKANG WEST ROAD FERNVALE WOODS SINGAPORE 792456,SENGKANG,2019,92,1 ROOM,8.0,True,The Seletar Mall,695,Seletar Mall,695,Hougang 1,2111,FERNVALE PRIMARY SCHOOL,543,SENGKANG GREEN PRIMARY SCHOOL,566,PEI HWA SECONDARY SCHOOL,970,Fernvale Hawker Centre & Market,794,Anchorvale Village Hawker Centre,2124,Ci Yuan Hawker Centre,2363,Sengkang Polyclinic,2669,Hougang Polyclinic,3256,Ang Mo Kio Polyclinic,3342,NTUC FAIRPRICE CO-OPERATIVE LTD,287,COLD STORAGE SINGAPORE (1983) PTE LTD,532,LABIBA ENTERPRISE PTE. LTD.,594,Fernvale,712,Thanggam,860,Layar,1125,68011,95,67091,134,68019,142,2,0,2,0,11,12327.26802751938,110,,426218.0,-6.15
128,45 Circuit Road,40,310000.0,1.32638789366841,103.886077337454,370045,45 CIRCUIT ROAD MACPHERSON GARDEN SINGAPORE 370045,GEYLANG,1971,44,1 ROOM,8.0,True,Paya Lebar Square,1110,Paya Lebar Quarter,1264,SingPost,1279,CANOSSA CATHOLIC PRIMARY SCHOOL,429,GEYLANG METHODIST SCHOOL (PRIMARY),956,BARTLEY SECONDARY SCHOOL,1552,Circuit Road Blk 79/79A,116,Circuit Road Blk 80 (80 Circuit Road Market and Food Centre),197,Circuit Road Blk 89,320,Geylang Polyclinic,776,Kallang Polyclinic,1815,Eunos Polyclinic,1906,NTUC FAIRPRICE CO-OPERATIVE LTD,254,SHENG SIONG SUPERMARKET PTE LTD,393,NTUC FAIRPRICE CO-OPERATIVE LTD,518,Mattar,319,MacPherson,481,Tai Seng,1007,70221,105,70171,226,70191,230,3,1,2,3,11,6398.712537601334,110,,364006.0,-14.84
129,455A Sengkang West Avenue,48,418000.0,1.39157665293201,103.870444622949,791455,455A SENGKANG WEST AVENUE FERNVALE WOODS SINGAPORE 791455,SENGKANG,2020,93,1 ROOM,8.0,True,The Seletar Mall,632,Seletar Mall,632,Hougang 1,2029,FERNVALE PRIMARY SCHOOL,467,SENGKANG GREEN PRIMARY SCHOOL,516,PEI HWA SECONDARY SCHOOL,901,Fernvale Hawker Centre & Market,733,Anchorvale Village Hawker Centre,2083,Ci Yuan Hawker Centre,2279,Sengkang Polyclinic,2611,Hougang Polyclinic,3172,Ang Mo Kio Polyclinic,3356,NTUC FAIRPRICE CO-OPERATIVE LTD,236,COLD STORAGE SINGAPORE (1983) PTE LTD,487,LABIBA ENTERPRISE PTE. LTD.,617,Fernvale,653,Thanggam,861,Layar,1067,68011,35,68019,63,67081,204,2,0,2,0,14,12280.672343423746,110,,449962.0,-7.1
130,365A Sembawang Crescent,47,395000.0,1.4440528137681,103.817027689848,751365,365A SEMBAWANG CRESCENT SUN BREEZE SINGAPORE 751365,SEMBAWANG,2018,91,1 ROOM,8.0,True,Sun Plaza,537,Sembawang Shopping Centre,904,Canberra Plaza,1482,SEMBAWANG SECONDARY SCHOOL,142,SEMBAWANG PRIMARY SCHOOL,496,CANBERRA PRIMARY SCHOOL,811,Bukit Canberra Hawker Centre,791,Kampung Admiralty Hawker Centre,1875,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),1898,Sembawang Polyclinic,2154,Yishun Polyclinic,2896,Khatib Polyclinic,3211,NTUC FAIRPRICE CO-OPERATIVE LTD,537,NTUC FAIRPRICE CO-OPERATIVE LTD,639,COLD STORAGE SINGAPORE (1983) PTE LTD,737,Sembawang,649,Canberra,1413,Admiralty,1824,58281,137,58289,142,58379,199,1,0,2,0,10,18175.34158812171,110,,443053.0,-10.85
131,418 Clementi Avenue 1,50,429000.0,1.31017571904177,103.77000324485,120418,418 CLEMENTI AVENUE 1 CASA CLEMENTI SINGAPORE 120418,CLEMENTI,2011,84,1 ROOM,8.0,True,The Clementi Mall,813,Clementi Mall,813,West Coast Plaza,862,NAN HUA HIGH SCHOOL,281,NEW TOWN SECONDARY SCHOOL,357,NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,464,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),475,Clementi Ave 3 Blk 448,703,Clementi West Street 2 Blk 726,954,Clementi Polyclinic,565,Queenstown Polyclinic,3679,Bukit Batok Polyclinic,5265,SHENG SIONG SUPERMARKET PTE LTD,160,NTUC FAIRPRICE CO-OPERATIVE LTD,480,SHENG SIONG SUPERMARKET PTE LTD,480,Clementi,767,Dover,970,Pasir Ris,1294,17151,177,17159,207,16891,207,2,0,2,1,9,9132.405889573403,110,,527843.0,-18.73
132,7 Telok Blangah Crescent,31,280000.0,1.27836137310785,103.819384010497,90007,7 TELOK BLANGAH CRESCENT SINGAPORE 090007,BUKIT MERAH,1974,47,1 ROOM,5.0,True,Tiong Bahru Plaza,1237,VivoCity,1598,HarbourFront Centre,1603,CHIJ ST. THERESA'S CONVENT,477,RADIN MAS PRIMARY SCHOOL,652,GAN ENG SENG PRIMARY SCHOOL,910,Telok Blangah Crescent Blk 11 (11 Telok Blangah Crescent Market and Food Centre),137,Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),643,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market),705,Bukit Merah Polyclinic,671,Outram Polyclinic,2113,Queenstown Polyclinic,3033,COLD STORAGE SINGAPORE (1983) PTE LTD,63,NTUC FAIRPRICE CO-OPERATIVE LTD,563,NG CHAI SENG,823,Tiong Bahru,1243,Redhill,1287,Telok Blangah,1367,14259,105,14269,111,14281,211,0,0,3,1,9,3199.246485246837,110,271944.0,275267.0,1.72
133,467A Fernvale Link,47,398888.0,1.39798359035227,103.8784589917,791467,467A FERNVALE LINK FERNVALE LEA SINGAPORE 791467,SENGKANG,2015,88,1 ROOM,8.0,True,The Seletar Mall,769,Seletar Mall,769,Anchorvale Village,1117,FERN GREEN PRIMARY SCHOOL,223,SENGKANG GREEN PRIMARY SCHOOL,718,PEI HWA SECONDARY SCHOOL,846,Fernvale Hawker Centre & Market,714,Anchorvale Village Hawker Centre,1117,Buangkok Hawker Centre,2301,Sengkang Polyclinic,1812,Hougang Polyclinic,3335,Punggol Polyclinic,3870,SHENG SIONG SUPERMARKET PTE LTD,361,LABIBA ENTERPRISE PTE. LTD.,643,SHENG SIONG SUPERMARKET PTE LTD,728,Kupang,312,Thanggam,323,Layar,679,67701,130,67551,314,67561,323,4,1,3,0,6,13181.214577148343,110,,443195.0,-10.0
134,408B Northshore Drive,38,428000.0,1.41720536186439,103.903199687378,822408,408B NORTHSHORE DRIVE NORTHSHORE RESIDENCES II SINGAPORE 822408,PUNGGOL,2021,94,1 ROOM,8.0,True,Northshore Plaza I,134,Northshore Plaza II,225,Punggol Coast Mall,893,NORTHSHORE PRIMARY SCHOOL,255,PUNGGOL COVE PRIMARY SCHOOL,787,VALOUR PRIMARY SCHOOL,1192,Punggol Coast Hawker Centre,665,One Punggol Hawker Centre,966,Anchorvale Village Hawker Centre,2801,Punggol Polyclinic,1954,Sengkang Polyclinic,2905,Hougang Polyclinic,5491,GW TRADER PTE. LTD.,761,SHENG SIONG SUPERMARKET PTE LTD,777,D-RON INVESTMENTS PTE. LTD.,799,Samudera,186,Punggol Point,386,Teck Lee,620,65629,109,65621,130,65651,202,6,1,2,0,6,16096.642674638268,110,,468938.0,-8.73
135,624C Punggol Central,46,398000.0,1.40049144817147,103.911982951019,823624,624C PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 823624,PUNGGOL,2014,87,1 ROOM,8.0,True,Oasis Terraces,289,Punggol Plaza,705,Waterway Point,1299,HORIZON PRIMARY SCHOOL,190,PUNGGOL SECONDARY SCHOOL,354,GREENDALE SECONDARY SCHOOL,394,One Punggol Hawker Centre,1190,Punggol Coast Hawker Centre,1606,Anchorvale Village Hawker Centre,2649,Punggol Polyclinic,258,Sengkang Polyclinic,2185,Hougang Polyclinic,4253,COLD STORAGE SINGAPORE (1983) PTE LTD,161,THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,298,NTUC FAIRPRICE CO-OPERATIVE LTD,298,Oasis,216,Meridian,522,Kadaloor,522,65271,156,65279,172,65311,199,7,1,7,0,8,14842.348095217996,110,,461335.0,-13.73
136,560A Jurong West Street 42,47,418000.0,1.3533579932237,103.719829055981,641560,560A JURONG WEST STREET 42 SPRING HAVEN @ JURONG SINGAPORE 641560,JURONG WEST,2017,90,1 ROOM,8.0,True,Plantation Plaza,1663,Jurong Point,2127,Parc Point,2255,HUA YI SECONDARY SCHOOL,250,SHUQUN PRIMARY SCHOOL,747,RULANG PRIMARY SCHOOL,752,Jurong West Street 52 Blk 505,439,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),1195,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),1588,Jurong Polyclinic,1276,Pioneer Polyclinic,2839,Bukit Batok Polyclinic,3115,NG TOH TET,208,LOCH GROCER PTE. LTD.,446,SHENG SIONG SUPERMARKET PTE LTD,465,Lakeside,1019,Chinese Garden,1874,Boon Lay,2243,28551,36,28529,260,28561,283,0,0,2,1,12,16198.799344904028,110,,448129.0,-6.72
137,438C Bukit Batok West Avenue 8,38,360000.0,1.35775731757846,103.739408616622,653438,438C BUKIT BATOK WEST AVENUE 8 WEST EDGE @ BUKIT BATOK SINGAPORE 653438,BUKIT BATOK,2019,92,1 ROOM,8.0,True,Le Quest,278,Parc Point,327,Plantation Plaza,582,PIONEER PRIMARY SCHOOL,824,MILLENNIA INSTITUTE,862,DUNEARN SECONDARY SCHOOL,876,Bukit Batok West Hawker Centre,393,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1597,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),1618,Bukit Batok Polyclinic,1132,Jurong Polyclinic,1316,Choa Chu Kang Polyclinic,3012,SHENG SIONG SUPERMARKET PTE LTD,227,SHENG SIONG SUPERMARKET PTE LTD,728,PRIME SUPERMARKET LIMITED,1085,Bukit Gombak,1380,Bukit Batok,1489,Chinese Garden,1873,40311,72,43789,144,43781,154,0,0,2,1,11,14597.883311124271,110,,434083.0,-17.07
138,421B Northshore Drive,47,500000.0,1.41924637367443,103.904704708435,822421,421B NORTHSHORE DRIVE NORTHSHORE STRAITSVIEW SINGAPORE 822421,PUNGGOL,2021,94,1 ROOM,8.0,True,Northshore Plaza II,402,Northshore Plaza I,402,Punggol Coast Mall,847,NORTHSHORE PRIMARY SCHOOL,104,PUNGGOL COVE PRIMARY SCHOOL,1068,VALOUR PRIMARY SCHOOL,1469,Punggol Coast Hawker Centre,677,One Punggol Hawker Centre,1169,Anchorvale Village Hawker Centre,3083,Punggol Polyclinic,2067,Sengkang Polyclinic,3178,Hougang Polyclinic,5757,GW TRADER PTE. LTD.,923,D-RON INVESTMENTS PTE. LTD.,1000,SHENG SIONG SUPERMARKET PTE LTD,1054,Punggol Point,343,Samudera,468,Teck Lee,750,65661,74,65639,181,65631,235,5,1,1,0,5,16370.523997475422,110,,475766.0,5.09
139,443 Ang Mo Kio Avenue 10,67,480000.0,1.36604388871674,103.855368968681,560443,443 ANG MO KIO AVENUE 10 SINGAPORE 560443,ANG MO KIO,1979,52,1 ROOM,8.0,True,AMK Hub,852,Junction 8,1880,NEX,2535,DEYI SECONDARY SCHOOL,314,TECK GHEE PRIMARY SCHOOL,487,TOWNSVILLE PRIMARY SCHOOL,701,Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),269,Ang Mo Kio Ave 10 Blk 409 (Teck Ghee Square),377,Ang Mo Kio Ave 10 Blk 527 (Cheng San Market and Cooked Food Centre),755,Ang Mo Kio Polyclinic,1417,Toa Payoh Polyclinic,3531,Hougang Polyclinic,3763,G8 MART PTE. LTD.,277,NTUC FAIRPRICE CO-OPERATIVE LTD,551,COLD STORAGE SINGAPORE (1983) PTE LTD,752,Ang Mo Kio,777,Bishan,1778,Lorong Chuan,1878,54381,87,54389,137,54289,351,1,0,3,2,7,9217.969012809035,110,,484862.0,-1.0
140,150A Corporation Drive,51,365000.0,1.32675346321679,103.722161196654,611150,150A CORPORATION DRIVE YUNG HO SPRING II SINGAPORE 611150,JURONG WEST,2018,91,1 ROOM,8.0,True,Jurong Point,2226,Westgate,2434,Jem,2458,JURONG SECONDARY SCHOOL,414,YUAN CHING SECONDARY SCHOOL,1702,FUHUA PRIMARY SCHOOL,1896,Taman Jurong Market and Food Centre,888,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),2302,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),2331,Jurong Polyclinic,2725,Pioneer Polyclinic,2889,Bukit Batok Polyclinic,4003,SHENG SIONG SUPERMARKET PTE LTD,369,NTUC FAIRPRICE CO-OPERATIVE LTD,591,ARCHANA SUPERMARKET PTE. LTD.,862,Lakeside,1951,Chinese Garden,2087,Boon Lay,2222,21551,125,21559,183,21569,184,0,0,0,0,15,14761.174244914791,110,,445953.0,-18.15
141,464B Bukit Batok West Avenue 8,47,438000.0,1.3579967815657,103.742102165928,652464,464B BUKIT BATOK WEST AVENUE 8 WEST PLAINS @ BUKIT BATOK SINGAPORE 652464,BUKIT BATOK,2020,93,1 ROOM,8.0,True,Le Quest,253,Parc Point,472,Plantation Plaza,882,DUNEARN SECONDARY SCHOOL,686,DAZHONG PRIMARY SCHOOL,720,MILLENNIA INSTITUTE,856,Bukit Batok West Hawker Centre,284,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1685,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),1815,Bukit Batok Polyclinic,920,Jurong Polyclinic,1565,Choa Chu Kang Polyclinic,2874,SHENG SIONG SUPERMARKET PTE LTD,401,SHENG SIONG SUPERMARKET PTE LTD,588,COLD STORAGE SINGAPORE (1983) PTE LTD,832,Bukit Gombak,1079,Bukit Batok,1297,Chinese Garden,2035,40369,93,40371,117,40361,161,0,0,2,1,9,14367.291297632832,110,,454958.0,-3.73
142,366A Sembawang Crescent,48,350000.0,1.4438005069825,103.816211984803,751366,366A SEMBAWANG CRESCENT SUN BREEZE SINGAPORE 751366,SEMBAWANG,2018,91,1 ROOM,8.0,True,Sun Plaza,610,Sembawang Shopping Centre,984,Canberra Plaza,1571,SEMBAWANG SECONDARY SCHOOL,182,SEMBAWANG PRIMARY SCHOOL,590,CANBERRA PRIMARY SCHOOL,829,Bukit Canberra Hawker Centre,881,Kampung Admiralty Hawker Centre,1780,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),1940,Sembawang Polyclinic,2174,Yishun Polyclinic,2959,Khatib Polyclinic,3256,NTUC FAIRPRICE CO-OPERATIVE LTD,611,NTUC FAIRPRICE CO-OPERATIVE LTD,696,COLD STORAGE SINGAPORE (1983) PTE LTD,729,Sembawang,723,Canberra,1502,Admiralty,1729,58289,121,58281,135,58571,230,1,0,2,0,8,18165.0400444921,110,,443406.0,-21.07
143,366B Sembawang Crescent,38,369999.0,1.44392167964017,103.815957543756,752366,366B SEMBAWANG CRESCENT SUN BREEZE SINGAPORE 752366,SEMBAWANG,2018,91,1 ROOM,8.0,True,Sun Plaza,617,Sembawang Shopping Centre,1015,Canberra Plaza,1600,SEMBAWANG SECONDARY SCHOOL,184,SEMBAWANG PRIMARY SCHOOL,612,CANBERRA PRIMARY SCHOOL,815,Bukit Canberra Hawker Centre,897,Kampung Admiralty Hawker Centre,1756,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),1970,Sembawang Polyclinic,2200,Yishun Polyclinic,2991,Khatib Polyclinic,3286,NTUC FAIRPRICE CO-OPERATIVE LTD,617,NTUC FAIRPRICE CO-OPERATIVE LTD,695,COLD STORAGE SINGAPORE (1983) PTE LTD,707,Sembawang,729,Canberra,1531,Admiralty,1705,58289,106,58281,126,58571,253,1,0,2,0,8,18183.728990415966,110,,424275.0,-12.79
144,366B Sembawang Crescent,38,369999.0,1.44392167964017,103.815957543756,752366,366B SEMBAWANG CRESCENT SUN BREEZE SINGAPORE 752366,SEMBAWANG,2018,91,1 ROOM,8.0,True,Sun Plaza,617,Sembawang Shopping Centre,1015,Canberra Plaza,1600,SEMBAWANG SECONDARY SCHOOL,184,SEMBAWANG PRIMARY SCHOOL,612,CANBERRA PRIMARY SCHOOL,815,Bukit Canberra Hawker Centre,897,Kampung Admiralty Hawker Centre,1756,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),1970,Sembawang Polyclinic,2200,Yishun Polyclinic,2991,Khatib Polyclinic,3286,NTUC FAIRPRICE CO-OPERATIVE LTD,617,NTUC FAIRPRICE CO-OPERATIVE LTD,695,COLD STORAGE SINGAPORE (1983) PTE LTD,707,Sembawang,729,Canberra,1531,Admiralty,1705,58289,106,58281,126,58571,253,1,0,2,0,8,18183.728990415966,110,,424275.0,-12.79
145,460B Bukit Batok West Avenue 9,48,399000.0,1.35370592391877,103.739150308425,652460,460B BUKIT BATOK WEST AVENUE 9 WEST QUARRY @ BUKIT BATOK SINGAPORE 652460,BUKIT BATOK,2019,92,1 ROOM,8.0,True,Le Quest,332,Plantation Plaza,702,Parc Point,771,MILLENNIA INSTITUTE,464,PRINCESS ELIZABETH PRIMARY SCHOOL,531,BUKIT BATOK SECONDARY SCHOOL,611,Bukit Batok West Hawker Centre,379,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1147,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),1239,Bukit Batok Polyclinic,982,Jurong Polyclinic,1037,Choa Chu Kang Polyclinic,3436,SHENG SIONG SUPERMARKET PTE LTD,225,SHENG SIONG SUPERMARKET PTE LTD,539,PRIME SUPERMARKET LIMITED,694,Bukit Batok,1269,Chinese Garden,1458,Bukit Gombak,1507,40341,105,40331,129,40349,135,0,0,3,1,14,14371.988842162715,110,,448246.0,-10.99
146,371 Jurong East Street 32,43,360000.0,1.3483083591294,103.731919903016,600371,371 JURONG EAST STREET 32 JURONG EAST COURT SINGAPORE 600371,JURONG EAST,2013,86,1 ROOM,8.0,True,Plantation Plaza,1062,Le Quest,1330,Parc Point,1567,JURONG PRIMARY SCHOOL,138,JURONGVILLE SECONDARY SCHOOL,471,FUHUA SECONDARY SCHOOL,617,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),322,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),840,Bukit Batok West Hawker Centre,1380,Jurong Polyclinic,206,Bukit Batok Polyclinic,1815,Pioneer Polyclinic,3815,NTUC FAIRPRICE CO-OPERATIVE LTD,321,COLD STORAGE SINGAPORE (1983) PTE LTD,838,NTUC FAIRPRICE CO-OPERATIVE LTD,846,Chinese Garden,666,Lakeside,1300,Bukit Batok,1963,28471,30,28491,155,28499,213,1,0,3,1,8,14750.870709795812,110,,437362.0,-17.69
147,32 New Market Road,52,350000.0,1.28485860802646,103.842578771054,50032,32 NEW MARKET ROAD SINGAPORE 050032,OUTRAM,1983,56,1 ROOM,8.0,True,The Majestic,71,People's Park Complex,81,People's Park Centre,186,OUTRAM SECONDARY SCHOOL,633,CANTONMENT PRIMARY SCHOOL,1083,RIVER VALLEY PRIMARY SCHOOL,1268,New Market Road Blk 32 (People's Park Food Centre),0,Smith Street Blk 335 (Chinatown Complex Market),297,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market),364,Outram Polyclinic,750,Bukit Merah Polyclinic,2852,Queenstown Polyclinic,4868,IROHA INTERNATIONAL PTE. LTD.,236,NTUC FAIRPRICE CO-OPERATIVE LTD,236,SHENG SIONG SUPERMARKET PTE LTD,271,Chinatown,294,Maxwell,502,Outram Park,548,5013,101,6171,137,5049,216,12,1,0,4,8,589.014428253853,110,,503890.0,-30.54
148,467B Fernvale Link,47,395000.0,1.39807105476614,103.877933381661,792467,467B FERNVALE LINK FERNVALE LEA SINGAPORE 792467,SENGKANG,2015,88,1 ROOM,8.0,True,The Seletar Mall,761,Seletar Mall,761,Anchorvale Village,1176,FERN GREEN PRIMARY SCHOOL,281,SENGKANG GREEN PRIMARY SCHOOL,697,PEI HWA SECONDARY SCHOOL,858,Fernvale Hawker Centre & Market,713,Anchorvale Village Hawker Centre,1176,Buangkok Hawker Centre,2349,Sengkang Polyclinic,1870,Hougang Polyclinic,3365,Punggol Polyclinic,3926,SHENG SIONG SUPERMARKET PTE LTD,420,LABIBA ENTERPRISE PTE. LTD.,589,SHENG SIONG SUPERMARKET PTE LTD,753,Thanggam,269,Kupang,370,Layar,706,67701,73,67741,287,67561,309,4,1,3,0,5,13175.582152860647,110,,438488.0,-9.92
149,671B Yishun Avenue 4,47,400000.0,1.41878341784758,103.842760847841,762671,671B YISHUN AVENUE 4 VINE GROVE @ YISHUN SINGAPORE 762671,YISHUN,2016,89,1 ROOM,8.0,True,GV Yishun,1422,Northpoint City,1441,Canberra Plaza,3075,NORTHBROOKS SECONDARY SCHOOL,348,NORTHLAND PRIMARY SCHOOL,356,NAVAL BASE PRIMARY SCHOOL,518,Yishun Park Hawker Centre,724,Chong Pang Hawker Centre & Market,2034,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),2117,Khatib Polyclinic,800,Yishun Polyclinic,1347,Sembawang Polyclinic,2065,SHENG SIONG SUPERMARKET PTE LTD,176,NTUC FAIRPRICE CO-OPERATIVE LTD,191,U STARS PTE. LTD.,517,Khatib,1098,Yishun,1466,Canberra,3067,59711,61,59761,65,59719,135,0,0,3,0,11,15052.846521709274,110,,437568.0,-8.59
150,10 Pine Close,82,639000.0,1.30915239429834,103.882242524292,391010,10 PINE CLOSE SINGAPORE 391010,GEYLANG,1981,54,1 ROOM,8.0,True,Leisure Park Kallang,996,Kallang Wave Mall,1216,Lot 1,1268,BROADRICK SECONDARY SCHOOL,570,GEYLANG METHODIST SCHOOL (PRIMARY),1012,DUNMAN HIGH SCHOOL,1025,Kallang Estate Fresh Market and Food Centre,282,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall),409,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),778,Geylang Polyclinic,1274,Kallang Polyclinic,2150,Eunos Polyclinic,2705,NTUC FAIRPRICE CO-OPERATIVE LTD,317,HAO MART PTE. LTD.,474,YEO HOCK HENG,494,Mountbatten,330,Dakota,761,Aljunied,813,81161,181,81169,211,80259,263,3,1,0,2,8,4783.476780909598,110,,620684.0,2.95
151,128B Canberra Street,47,380000.0,1.44514889153347,103.833925659353,752128,128B CANBERRA STREET EASTCROWN @ CANBERRA SINGAPORE 752128,SEMBAWANG,2017,90,1 ROOM,8.0,True,Canberra Plaza,438,Sembawang Shopping Centre,1075,Sun Plaza,1639,CHONGFU SCHOOL,960,AHMAD IBRAHIM SECONDARY SCHOOL,1114,YISHUN PRIMARY SCHOOL,1242,Bukit Canberra Hawker Centre,1288,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),1637,Chong Pang Hawker Centre & Market,1681,Yishun Polyclinic,1746,Sembawang Polyclinic,2209,Khatib Polyclinic,2431,SHENG SIONG SUPERMARKET PTE LTD,447,PHAN NEE INVESTMENTS (S) PTE LTD,449,BANGLADESH SUPER MARKET PTE. LTD.,935,Canberra,523,Sembawang,1603,Yishun,1751,58621,67,58531,187,58539,190,1,0,1,0,5,18039.638219995566,110,,460017.0,-17.39
152,116 Ang Mo Kio Avenue 4,44,328888.0,1.37334635014911,103.8364593481,560116,116 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560116,ANG MO KIO,1977,50,1 ROOM,8.0,True,AMK Hub,1407,Thomson Plaza,2166,Junction 8,2887,CHIJ ST. NICHOLAS GIRLS' SCHOOL,246,ANG MO KIO PRIMARY SCHOOL,570,MAYFLOWER SECONDARY SCHOOL,577,Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market),329,Ang Mo Kio Ave 1 Blk 226D (Kebun Baru Market and Food Centre),787,Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre),790,Ang Mo Kio Polyclinic,1031,Toa Payoh Polyclinic,4993,Khatib Polyclinic,5584,COLD STORAGE SINGAPORE (1983) PTE LTD,351,SHENG SIONG SUPERMARKET PTE LTD,645,HAO MART PTE. LTD.,760,Mayflower,210,Bright Hill,1187,Yio Chu Kang,1328,54191,138,54199,163,54181,306,1,1,2,1,9,10068.30055247061,110,,389058.0,-15.47
